"full_name","gender","mfa_degree","role","prize_year","prize_name","prize_amount","prize_institution","prize_type","prize_genre","given_name","last_name","author_wikidata","author_wikidata_label","author_viaf","author_lccn","elite_institution","graduate_degree","iowa_mfa_person_id","stegner","title_of_winning_book"
"Dave Eggers","male","","judge","2017","National Book Award","10,000","National Book Foundation","book","prose","Dave","Eggers","Q589497","Dave Eggers","56593673","n96104532","","","","","Sing, Unburied, Sing"
"Tyehimba Jess","male","New York University","winner","2017","Pulitzer Prize","15,000","Columbia University","book","poetry","Tyehimba","Jess","Q15441431","Tyehimba Jess","58785478","no2004014919","University of Chicago","graduate","","","Olio"
"Gregory Pardlo","male","New York University","judge","2017","Pulitzer Prize","15,000","Columbia University","book","poetry","Gregory","Pardlo","Q5607102","Gregory Pardlo","58819978","no2005087851","","graduate","","","Olio"
"Wesley McNair","male","","judge","2017","Pulitzer Prize","15,000","Columbia University","book","poetry","Wesley","McNair","Q7983963","Wesley McNair","35835638","n83187530","","graduate","","","Olio"
"Rick Moody","male","Columbia University","judge","2017","First Novel Prize","15,000","Center for Fiction","book","prose","Rick","Moody","Q709368","Rick Moody","2604389","nr92020208","Brown University, Columbia University","graduate","","","Mikhail And Margarita"
"Rion Amilcar Scott","male","George Mason University","winner","2017","Robert W. Bingham Prize for Debut Short Story Collection","25,000","PEN America","book","prose","Rion Amilcar","Scott","Q50825635","Rion Amilcar Scott","","","","graduate","","","Insurrections"
"Ayad Akhtar","male","","judge","2017","Robert W. Bingham Prize for Debut Short Story Collection","25,000","PEN America","book","prose","Ayad","Akhtar","Q4830797","Ayad Akhtar","19124904","n2007001005","Brown University, Columbia University","graduate","","","Insurrections"
"Aravind Adiga","male","","judge","2017","Robert W. Bingham Prize for Debut Short Story Collection","25,000","PEN America","book","prose","Aravind","Adiga","Q296299","Aravind Adiga","85852158","n2007079024","Columbia University","","","","Insurrections"
"Jim Shepard","male","Brown University","judge","2017","Hemingway Award for Debut Novel","10,000","PEN America","book","prose","Jim","Shepard","Q6198081","Jim Shepard","39613753","n83121472","Brown University","graduate","","","Homegoing"
"Gregory Pardlo","male","New York University","judge","2017","National Book Award","10,000","National Book Foundation","book","poetry","Gregory","Pardlo","Q5607102","Gregory Pardlo","58819978","no2005087851","","graduate","","","Half-Light: Collected Poems 1965-2016"
"Nick Flynn","male","New York University","judge","2017","National Book Award","10,000","National Book Foundation","book","poetry","Nick","Flynn","Q15513166","Nick Flynn","61836155","n00030946","","graduate","","","Half-Light: Collected Poems 1965-2016"
"Frank Bidart","male","","winner","2017","National Book Award","10,000","National Book Foundation","book","poetry","Frank","Bidart","Q5485312","Frank Bidart","90719088","n83022171","Harvard University","graduate","","","Half-Light: Collected Poems 1965-2016"
"Richard Siken","male","","judge","2017","National Book Award","10,000","National Book Foundation","book","poetry","Richard","Siken","Q3911836","Richard Siken","19940739","n2004032109","","graduate","","","Half-Light: Collected Poems 1965-2016"
"Terrance Hayes","male","University of Pittsburgh","judge","2017","Kingsley Tufts Poetry Award","100,000","Claremont Graduate University","book","poetry","Terrance","Hayes","Q7703264","Terrance Hayes","19313000","no99042009","","graduate","","","Forest Primeval"
"Brian Kim Stefans","male","Brown University","judge","2017","Kingsley Tufts Poetry Award","100,000","Claremont Graduate University","book","poetry","Brian Kim","Stefans","Q4964351","Brian Kim Stefans","265064436","n2002029377","Brown University","graduate","","","Forest Primeval"
"Don Share","male","","judge","2017","Kingsley Tufts Poetry Award","100,000","Claremont Graduate University","book","poetry","Don","Share","Q5293504","Don Share","55730698","n88642863","Brown University","graduate","","","Forest Primeval"
"Rigoberto González","male","University of Arizona","judge","2017","Lenore Marshall Poetry Prize","25,000","Academy of American Poets","book","poetry","Rigoberto","González","Q7333845","Rigoberto González","43620311","n98086894","","graduate","","","Brooklyn Antediluvian"
"Patrick Rosal","male","Sarah Lawrence College","winner","2017","Lenore Marshall Poetry Prize","25,000","Academy of American Poets","book","poetry","Patrick","Rosal","Q53254170","Patrick Rosal","46122556","n2002050007","","graduate","","","Brooklyn Antediluvian"
"Vijay Seshadri","male","Columbia University","judge","2017","Lenore Marshall Poetry Prize","25,000","Academy of American Poets","book","poetry","Vijay","Seshadri","Q7929205","Vijay Seshadri","1733248","n96038513","Columbia University","graduate","","","Brooklyn Antediluvian"
"Chris Abani","male","","judge","2017","Faulkner Award for Fiction","15,000","PEN America","book","prose","Chris","Abani","Q1076935","Chris Abani","61872289","n85352636","","graduate","","","Behold The Dreamers"
"David Wood","male","","judge","2017","Joyce Carol Oates Literary Prize/Simpson Family","50,000","New Literary Project (University of California, Berkeley and Lafayette Library)","career","prose","David","Wood","Q3019012","David Wood","102074796","n81132086","","","","",""
"Luis Alfaro","male","","winner","2017","Art of Change","50,000","Ford Foundation","career","no genre","Luis","Alfaro","Q6700296","Luis Alfaro","73428182","no94007445","","","","",""
"Thomas McGuane","male","Yale University","judge","2017","Arthur Rense Prize","20,000","American Academy of Arts and Letters","career","poetry","Thomas","McGuane","Q2265116","Thomas McGuane","79030467","n79084435","Stanford University","graduate","","Stegner",""
"Thomas McGuane","male","Yale University","judge","2017","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Thomas","McGuane","Q2265116","Thomas McGuane","79030467","n79084435","Stanford University","graduate","","Stegner",""
"Thomas McGuane","male","Yale University","judge","2017","Benjamin H. Danks Award","20,000","American Academy of Arts and Letters","career","no genre","Thomas","McGuane","Q2265116","Thomas McGuane","79030467","n79084435","Stanford University","graduate","","Stegner",""
"Thomas McGuane","male","Yale University","judge","2017","E. M. Forster Award","10,000","American Academy of Arts and Letters","career","no genre","Thomas","McGuane","Q2265116","Thomas McGuane","79030467","n79084435","Stanford University","graduate","","Stegner",""
"Thomas McGuane","male","Yale University","judge","2017","Harold D. Vursell Memorial Award","20,000","American Academy of Arts and Letters","career","prose","Thomas","McGuane","Q2265116","Thomas McGuane","79030467","n79084435","Stanford University","graduate","","Stegner",""
"Thomas McGuane","male","Yale University","judge","2017","John Updike Award","20,000","American Academy of Arts and Letters","career","no genre","Thomas","McGuane","Q2265116","Thomas McGuane","79030467","n79084435","Stanford University","graduate","","Stegner",""
"Thomas McGuane","male","Yale University","judge","2017","Metcalf Awards","10,000","American Academy of Arts and Letters","career","no genre","Thomas","McGuane","Q2265116","Thomas McGuane","79030467","n79084435","Stanford University","graduate","","Stegner",""
"John Guare","male","Yale University","judge","2017","Arthur Rense Prize","20,000","American Academy of Arts and Letters","career","poetry","John","Guare","Q320556","John Guare","71506879","n80065728","","graduate","","",""
"John Guare","male","Yale University","judge","2017","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","John","Guare","Q320556","John Guare","71506879","n80065728","","graduate","","",""
"John Guare","male","Yale University","judge","2017","Benjamin H. Danks Award","20,000","American Academy of Arts and Letters","career","no genre","John","Guare","Q320556","John Guare","71506879","n80065728","","graduate","","",""
"John Guare","male","Yale University","judge","2017","E. M. Forster Award","10,000","American Academy of Arts and Letters","career","no genre","John","Guare","Q320556","John Guare","71506879","n80065728","","graduate","","",""
"John Guare","male","Yale University","judge","2017","Harold D. Vursell Memorial Award","20,000","American Academy of Arts and Letters","career","prose","John","Guare","Q320556","John Guare","71506879","n80065728","","graduate","","",""
"John Guare","male","Yale University","judge","2017","John Updike Award","20,000","American Academy of Arts and Letters","career","no genre","John","Guare","Q320556","John Guare","71506879","n80065728","","graduate","","",""
"John Guare","male","Yale University","judge","2017","Metcalf Awards","10,000","American Academy of Arts and Letters","career","no genre","John","Guare","Q320556","John Guare","71506879","n80065728","","graduate","","",""
"Philip Williams","male","Washington University","winner","2017","Whiting Award","50,000","Whiting Foundation","career","no genre","Philip","Williams","Q60607911","Philip Williams","","","","graduate","","",""
"Rickey Laurentiis","male","Washington University","winner","2017","Lannan Fellowship","50,000","Lannan Foundation","career","poetry","Rickey","Laurentiis","Q55713358","Rickey Laurentiis","315603201","no2015050391","","graduate","","",""
"Jamaal May","male","Warren Wilson College","winner","2017","Benjamin H. Danks Award","20,000","American Academy of Arts and Letters","career","no genre","Jamaal","May","Q23760834","Jamaal May","83552861","no2009032432","","graduate","","",""
"Roy Guzman","male","University of Minnesota","winner","2017","Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship","25,800","Poetry Foundation","career","poetry","Roy","Guzman","Q57584605","Roy G. Guzmán","","","","graduate","","",""
"Juan Felipe Herrera","male","University of Iowa","winner","2017","Poet Laureate","35,000","Library of Congress","career","poetry","Juan Felipe","Herrera","Q15460625","Juan Felipe Herrera","163755002","n79033227","Stanford University","graduate","1995","",""
"Tgeronimo Johnson","male","University of Iowa","winner","2017","Joyce Carol Oates Literary Prize/Simpson Family","50,000","New Literary Project (University of California, Berkeley and Lafayette Library)","career","prose","Tgeronimo","Johnson","","","","","Stanford University","graduate","2724","Stegner",""
"Tony Tulathimutte","male","University of Iowa","winner","2017","Whiting Award","50,000","Whiting Foundation","career","no genre","Tony","Tulathimutte","Q7823599","Tony Tulathimutte","233157122","no2012036249","Stanford University","graduate","2931","",""
"David St John","male","University of Iowa","judge","2017","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","David","St John","Q5240013","David St. John","11122111","n79058424","","graduate","3483","",""
"David St John","male","University of Iowa","judge","2017","Wallace Stevens Award","100,000","Academy of American Poets","career","poetry","David","St John","Q5240013","David St. John","11122111","n79058424","","graduate","3483","",""
"Shane McCrae","male","University of Iowa","winner","2017","Lannan Fellowship","50,000","Lannan Foundation","career","poetry","Shane","McCrae","Q7488159","Shane McCrae","122179516","n2010038282","","graduate","4054","",""
"Chris Bachelder","male","University of Florida","winner","2017","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Chris","Bachelder","Q5105779","Chris Bachelder","18210819","n2001031422","","graduate","","",""
"Luis Alberto Urrea","male","University of Colorado","winner","2017","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Luis Alberto","Urrea","Q1876315","Luis Alberto Urrea","94241372","n92083371","","graduate","","",""
"Rigoberto González","male","University of Arizona","judge","2017","Bollingen Prize for Poetry","10,000","Yale University","career","poetry","Rigoberto","González","Q7333845","Rigoberto González","43620311","n98086894","","graduate","","",""
"Alberto Rios","male","University of Arizona","judge","2017","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Alberto","Rios","Q4712189","Alberto Ríos","32048676","n82048408","","graduate","","",""
"Alberto Rios","male","University of Arizona","judge","2017","Wallace Stevens Award","100,000","Academy of American Poets","career","poetry","Alberto","Rios","Q4712189","Alberto Ríos","32048676","n82048408","","graduate","","",""
"Francisco Cantú","male","University of Arizona","winner","2017","Whiting Award","50,000","Whiting Foundation","career","no genre","Francisco","Cantú ","","","","","","graduate","","",""
"Richard Ford","male","Univeristy of California, Irvine","winner","2017","Helmerich Distinguished Author Award","40,000","Tulsa Library Trust","career","prose","Richard","Ford","Q547794","Richard Ford","109503268","n80113050","","graduate","","",""
"James Ijames","male","Temple University","winner","2017","Whiting Award","50,000","Whiting Foundation","career","no genre","James","Ijames","Q48785088","James Ijames","","","","graduate","","",""
"Javier Zamora","male","New York University","winner","2017","Lannan Fellowship","50,000","Lannan Foundation","career","poetry","Javier","Zamora","Q29451986","Javier Zamora","9223372036854775808","n2017026887","Stanford University","graduate","","Stegner",""
"Khaled Mattawa","male","Indiana University","judge","2017","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Khaled","Mattawa","Q15453138","Khaled Mattawa","14023382","n95094382","","graduate","","",""
"Khaled Mattawa","male","Indiana University","judge","2017","Wallace Stevens Award","100,000","Academy of American Poets","career","poetry","Khaled","Mattawa","Q15453138","Khaled Mattawa","14023382","n95094382","","graduate","","",""
"Clarence Coo","male","Columbia University","winner","2017","Whiting Award","50,000","Whiting Foundation","career","no genre","Clarence","Coo","","","","","Columbia University","graduate","","",""
"Henri Cole","male","Columbia University","judge","2017","Jackson Poetry Prize","75,000","Poets & Writers","career","poetry","Henri","Cole","Q5715387","Henri Cole","93369257","n85177796","Columbia University","graduate","","",""
"Paul Beatty","male","Brooklyn College","winner","2017","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Paul","Beatty","Q3370589","Paul Beatty","93986181","n91086439","","graduate","","",""
"Richard Sieburth","male","","winner","2017","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Richard","Sieburth","","","","","University of Chicago, Harvard University","graduate","","",""
"Frank Starn","male","","judge","2017","Joyce Carol Oates Literary Prize/Simpson Family","50,000","New Literary Project (University of California, Berkeley and Lafayette Library)","career","prose","Frank","Starn","","","","","University of Chicago","graduate","","",""
"David Henry Hwang","male","","winner","2017","Art of Change","50,000","Ford Foundation","career","no genre","David Henry","Hwang","Q329897","David Henry Hwang","34580950","n82071627","Stanford University, Yale University","graduate","","",""
"Roy Scranton","male","","winner","2017","Lannan Fellowship","50,000","Lannan Foundation","career","prose","Roy","Scranton","Q24207120","Roy Scranton","295084078","n2013001053","Princeton University","graduate","","",""
"Steven Justice","male","","judge","2017","Joyce Carol Oates Literary Prize/Simpson Family","50,000","New Literary Project (University of California, Berkeley and Lafayette Library)","career","prose","Steven","Justice","","","","","Princeton University","graduate","","",""
"Ayad Akhtar","male","","winner","2017","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Ayad","Akhtar","Q4830797","Ayad Akhtar","19124904","n2007001005","Brown University, Columbia University","graduate","","",""
"Don Share","male","","judge","2017","Ruth Lilly Poetry Prize","100,000","Poetry Foundation","career","poetry","Don","Share","Q5293504","Don Share","55730698","n88642863","Brown University","graduate","","",""
"Amitav Ghosh","male","","winner","2017","Art of Change","50,000","Ford Foundation","career","no genre","Amitav","Ghosh","Q336125","Amitav Ghosh","261269554","n85027450","","graduate","","",""
"Ed Roberson","male","","winner","2017","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Ed","Roberson","Q5335329","Ed Roberson","76415599","nr94024991","","graduate","","",""
"Joseph Di Prisco","male","","judge","2017","Joyce Carol Oates Literary Prize/Simpson Family","50,000","New Literary Project (University of California, Berkeley and Lafayette Library)","career","prose","Joseph","Di Prisco","Q29002784","Joseph Di Prisco","52916333","n00025656","","graduate","","",""
"Joseph Di Prisco","male","","judge","2017","Joyce Carol Oates Literary Prize/Simpson Family","50,000","New Literary Project (University of California, Berkeley and Lafayette Library)","career","prose","Joseph","Di Prisco","Q29002784","Joseph Di Prisco","52916333","n00025656","","graduate","","",""
"Kwame Dawes","male","","judge","2017","Jackson Poetry Prize","75,000","Poets & Writers","career","poetry","Kwame","Dawes","Q6450075","Kwame Dawes","65093267","no95021730","","graduate","","",""
"Robert Macfarlane","male","","winner","2017","E. M. Forster Award","10,000","American Academy of Arts and Letters","career","no genre","Robert","Macfarlane","Q7347248","Robert Macfarlane","85525001","nb98067778","","graduate","","",""
"Viet Thanh Nguyen","male","","winner","2017","MacArthur Fellowship","625,000","MacArthur Foundation","career","no genre","Viet Thanh","Nguyen","Q23887092","Viet Thanh Nguyen","56828605","n2001046514","","graduate","","",""
"Cortney Lamar Charleston","male","","winner","2017","Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship","25,800","Poetry Foundation","career","poetry","Cortney Lamar","Charleston","","","","","University of Pennsylvania","","","",""
"Andre Alexis","male","","winner","2017","Windham Campbell Prize","165,000","Yale University","career","prose","Andre","Alexis","Q4759811","André Alexis","10107885","n95069960","","","","",""
"Arthur Sze","male","","judge","2017","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Arthur","Sze","Q4800412","Arthur Sze","1346498","n82011115","","","","",""
"Arthur Sze","male","","judge","2017","Wallace Stevens Award","100,000","Academy of American Poets","career","poetry","Arthur","Sze","Q4800412","Arthur Sze","1346498","n82011115","","","","",""
"August Kleinzahler","male","","winner","2017","Arthur Rense Prize","20,000","American Academy of Arts and Letters","career","poetry","August","Kleinzahler","","","","","","","","",""
"Genaro Padilla","male","","judge","2017","Joyce Carol Oates Literary Prize/Simpson Family","50,000","New Literary Project (University of California, Berkeley and Lafayette Library)","career","prose","Genaro","Padilla","","","","","","","","",""
"John Murray","male","","judge","2017","Joyce Carol Oates Literary Prize/Simpson Family","50,000","New Literary Project (University of California, Berkeley and Lafayette Library)","career","prose","John","Murray","","","","","","","","",""
"Mike Ross","male","","judge","2017","Joyce Carol Oates Literary Prize/Simpson Family","50,000","New Literary Project (University of California, Berkeley and Lafayette Library)","career","prose","Mike","Ross","","","","","","","","",""
"Steve Young","male","","judge","2017","Ruth Lilly Poetry Prize","100,000","Poetry Foundation","career","poetry","Steve","Young","","","","","","","","",""
"Lesley Nneka Arimah","female","Minnesota State University","winner","2017","Kirkus Prize","50,000","Kirkus Review","book","prose","Lesley Nneka","Arimah","Q45849301","Lesley Nneka Arimah","9223372036854775808","n2016059711","","graduate","","","What It Means When A Man Falls From The Sky"
"Hannah Oliver Depp","female","","judge","2017","Kirkus Prize","50,000","Kirkus Review","book","prose","Hannah Oliver","Depp","","","","","","graduate","","","What It Means When A Man Falls From The Sky"
"Meg Wolitzer","female","","judge","2017","Kirkus Prize","50,000","Kirkus Review","book","prose","Meg","Wolitzer","Q6808023","Meg Wolitzer","51897497","n81142790","Brown University","","","","What It Means When A Man Falls From The Sky"
"Meghan O'Rourke","female","Warren Wilson College","judge","2017","Kate Tufts Discovery Award","10,000","Claremont Graduate University","book","poetry","Meghan","O'Rourke","Q1175457","Meghan O'Rourke","73188946","n99055666","Yale University","graduate","","","Thief In The Interior"
"Elena Karina Byrne","female","","judge","2017","Kate Tufts Discovery Award","10,000","Claremont Graduate University","book","poetry","Elena Karina","Byrne","Q5359043","Elena Karina Byrne","","","","","","","Thief In The Interior"
"Lan Samantha Chang","female","University of Iowa","judge","2017","Pulitzer Prize","15,000","Columbia University","book","prose","Lan Samantha","Chang","Q6482805","Lan Samantha Chang","25483528","n98015225","Yale University, Harvard University, Stanford University","graduate","2117","Stegner","The Underground Railroad"
"Mary Ann Gwinn","female","","judge","2017","Pulitzer Prize","15,000","Columbia University","book","prose","Mary Ann","Gwinn","","","","","","graduate","","","The Underground Railroad"
"Carolyn Forché","female","Bowling Green State University","judge","2017","Jean Stein Book Award","75,000","PEN America","book","no genre","Carolyn","Forché","Q5045357","Carolyn Forché","2603438","n82066975","","graduate","","","The Return: Fathers, Sons, And The Land In Between"
"Sonali Deraniyagala","female","","judge","2017","Jean Stein Book Award","75,000","PEN America","book","no genre","Sonali","Deraniyagala","Q15999811","Sonali Deraniyagala","312567826","","","graduate","","","The Return: Fathers, Sons, And The Land In Between"
"Deborah Treisman","female","","judge","2017","Jean Stein Book Award","75,000","PEN America","book","no genre","Deborah","Treisman","","","","","","","","","The Return: Fathers, Sons, And The Land In Between"
"Hisham Matar","female","","winner","2017","Jean Stein Book Award","75,000","PEN America","book","no genre","Hisham","Matar","Q673985","Hisham Matar","87596371","n2006064193","","","","","The Return: Fathers, Sons, And The Land In Between"
"Angela Morales","female","University of Iowa","winner","2017","Diamonstein-Spielvogel Award for the Art of the Essay","15,000","PEN America","book","prose","Angela","Morales","Q29912453","","9223372036854775808","no2011198440","","graduate","missing","","The Girls In My Town: Essays"
"Eula Biss","female","University of Iowa","judge","2017","Diamonstein-Spielvogel Award for the Art of the Essay","15,000","PEN America","book","prose","Eula","Biss","Q5408712","Eula Biss","43807127","nb2002044713","","graduate","missing","","The Girls In My Town: Essays"
"Joy Williams","female","University of Iowa","judge","2017","Rosenthal Family Foundation Award","10,000","American Academy of Arts and Letters","book","prose","Joy","Williams","Q6297286","Joy Williams","17855227","n81082937","","graduate","233","","The Association Of Small Bombs"
"Rosanna Warren","female","Johns Hopkins University","judge","2017","Rosenthal Family Foundation Award","10,000","American Academy of Arts and Letters","book","prose","Rosanna","Warren","Q7367344","Rosanna Warren","64050468","n84089568","Yale University","graduate","","","The Association Of Small Bombs"
"Anne Tyler","female","","judge","2017","Rosenthal Family Foundation Award","10,000","American Academy of Arts and Letters","book","prose","Anne","Tyler","Q235615","Anne Tyler","39384885","n79100453","","","","","The Association Of Small Bombs"
"Jesmyn Ward","female","University of Michigan","winner","2017","National Book Award","10,000","National Book Foundation","book","prose","Jesmyn","Ward","Q3177574","Jesmyn Ward","48698155","n2008035038","Stanford University","graduate","","Stegner","Sing, Unburied, Sing"
"Karolina Waclawiak","female","","judge","2017","National Book Award","10,000","National Book Foundation","book","prose","Karolina","Waclawiak","","","","","Columbia University","graduate","","","Sing, Unburied, Sing"
"Annie Philbrick","female","","judge","2017","National Book Award","10,000","National Book Foundation","book","prose","Annie","Philbrick","","","","","","","","","Sing, Unburied, Sing"
"Jacqueline Woodson","female","","judge","2017","National Book Award","10,000","National Book Foundation","book","prose","Jacqueline","Woodson","Q6120237","Jacqueline Woodson","79117120","n88234700","","","","","Sing, Unburied, Sing"
"Jane Hirshfield","female","","judge","2017","Pulitzer Prize","15,000","Columbia University","book","poetry","Jane","Hirshfield","Q6152382","Jane Hirshfield","111900037","n87932759","Princeton University","","","","Olio"
"Sonya Chung","female","University of Washington","judge","2017","First Novel Prize","15,000","Center for Fiction","book","prose","Sonya","Chung","","","","","Columbia University","graduate","","","Mikhail And Margarita"
"Anne Landsman","female","Columbia University","judge","2017","First Novel Prize","15,000","Center for Fiction","book","prose","Anne","Landsman","Q565505","Anne Landsman","79455841","n97043590","Columbia University","graduate","","","Mikhail And Margarita"
"Kia Corthron","female","Columbia University","judge","2017","First Novel Prize","15,000","Center for Fiction","book","prose","Kia","Corthron","Q6403634","Kia Corthron","56197553","no95042736","Columbia University","graduate","","","Mikhail And Margarita"
"Fiona Maazel","female","Bennington College","judge","2017","First Novel Prize","15,000","Center for Fiction","book","prose","Fiona","Maazel","Q5451077","Fiona Maazel","14218112","n2007032382","","graduate","","","Mikhail And Margarita"
"Nan Nan","female","","winner","2017","First Novel Prize","15,000","Center for Fiction","book","prose","Nan","Nan","","","","","","","","","Mikhail And Margarita"
"Robin Coste Lewis","female","New York University","judge","2017","Robert W. Bingham Prize for Debut Short Story Collection","25,000","PEN America","book","prose","Robin Coste","Lewis","Q22096377","Robin Coste Lewis","2220554","no2006051337","Harvard University","graduate","","","Insurrections"
"Thrity Umrigar","female","","judge","2017","Robert W. Bingham Prize for Debut Short Story Collection","25,000","PEN America","book","prose","Thrity","Umrigar","Q7798293","Thrity Umrigar","79211193","no99092033","","graduate","","","Insurrections"
"Jessica Hagedorn","female","","judge","2017","Robert W. Bingham Prize for Debut Short Story Collection","25,000","PEN America","book","prose","Jessica","Hagedorn","Q465222","Jessica Hagedorn","113841267","n80082528","","","","","Insurrections"
"Yaa Gyasi","female","University of Iowa","winner","2017","Hemingway Award for Debut Novel","10,000","PEN America","book","prose","Yaa","Gyasi","Q27757818","Yaa Gyasi","9223372036854775808","n2015071073","Stanford University","graduate","missing","","Homegoing"
"Helen Elaine Lee","female","","judge","2017","Hemingway Award for Debut Novel","10,000","PEN America","book","prose","Helen Elaine","Lee","","","","","Harvard University","graduate","","","Homegoing"
"Andrea Barrett","female","","judge","2017","Hemingway Award for Debut Novel","10,000","PEN America","book","prose","Andrea","Barrett","Q49065","Andrea Barrett","79163089","n82224071","","","","","Homegoing"
"Jane Mead","female","University of Iowa","judge","2017","National Book Award","10,000","National Book Foundation","book","poetry","Jane","Mead","Q15030215","Jane Mead","76188894","nr93024298","","graduate","1863","","Half-Light: Collected Poems 1965-2016"
"Monica Youn","female","","judge","2017","National Book Award","10,000","National Book Foundation","book","poetry","Monica","Youn","Q6900118","Monica Youn","224453950","no2003055685","Princeton University, Stanford University","graduate","","Stegner","Half-Light: Collected Poems 1965-2016"
"Meghan O'Rourke","female","Warren Wilson College","judge","2017","Kingsley Tufts Poetry Award","100,000","Claremont Graduate University","book","poetry","Meghan","O'Rourke","Q1175457","Meghan O'Rourke","73188946","n99055666","Yale University","graduate","","","Forest Primeval"
"Vievee Francis","female","University of Michigan","winner","2017","Kingsley Tufts Poetry Award","100,000","Claremont Graduate University","book","poetry","Vievee","Francis","Q27967752","Vievee Francis","68344463","n2005089142","","graduate","","","Forest Primeval"
"Elena Karina Byrne","female","","judge","2017","Kingsley Tufts Poetry Award","100,000","Claremont Graduate University","book","poetry","Elena Karina","Byrne","Q5359043","Elena Karina Byrne","","","","","","","Forest Primeval"
"Susan Wheeler","female","","judge","2017","Lenore Marshall Poetry Prize","25,000","Academy of American Poets","book","poetry","Susan","Wheeler","Q7648530","Susan Wheeler","1739980","n96086123","","","","","Brooklyn Antediluvian"
"Chantel Acevedo","female","University of Miami","judge","2017","Faulkner Award for Fiction","15,000","PEN America","book","prose","Chantel","Acevedo","","","","","","graduate","","","Behold The Dreamers"
"Sigrid Nunez","female","Columbia University","judge","2017","Faulkner Award for Fiction","15,000","PEN America","book","prose","Sigrid","Nunez","Q7513133","Sigrid Nunez","27280224","n94067451","Barnard College, Columbia University","graduate","","","Behold The Dreamers"
"Imbolo Mbue","female","","winner","2017","Faulkner Award for Fiction","15,000","PEN America","book","prose","Imbolo","Mbue","Q23816363","Imbolo Mbue","315176836","n2015021216","Columbia University","graduate","","","Behold The Dreamers"
"Katherine Litwin","female","","judge","2017","Ruth Lilly Poetry Prize","100,000","Poetry Foundation","career","poetry","Katherine","Litwin","","","","","","graduate","","",""
"Ali Cobbyeckermann","female","","winner","2017","Windham Campbell Prize","165,000","Yale University","career","prose","Ali","Cobbyeckermann","","","","","","","","",""
"Patricia Spears Jones","female","Vermont College of Fine Arts","winner","2017","Jackson Poetry Prize","75,000","Poets & Writers","career","poetry","Patricia Spears","Jones","Q13563066","Patricia Spears Jones","53389103","n94119523","","graduate","","",""
"Safiya Sinclair","female","University of Virginia","winner","2017","Metcalf Awards","10,000","American Academy of Arts and Letters","career","no genre","Safiya","Sinclair","Q55713628","Safiya Sinclair","8146331979518692352","n2016020079","","graduate","","",""
"Natalie Scenters-Zapico","female","University of New Mexico","winner","2017","Lannan Fellowship","50,000","Lannan Foundation","career","poetry","Natalie","Scenters-Zapico","","","","","","graduate","","",""
"Jesmyn Ward","female","University of Michigan","winner","2017","MacArthur Fellowship","625,000","MacArthur Foundation","career","no genre","Jesmyn","Ward","Q3177574","Jesmyn Ward","48698155","n2008035038","Stanford University","graduate","","Stegner",""
"Linda Gregerson","female","University of Iowa","judge","2017","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Linda","Gregerson","Q6551613","Linda Gregerson","29682677","n83187938","Stanford University","graduate","1007","",""
"Linda Gregerson","female","University of Iowa","judge","2017","Wallace Stevens Award","100,000","Academy of American Poets","career","poetry","Linda","Gregerson","Q6551613","Linda Gregerson","29682677","n83187938","Stanford University","graduate","1007","",""
"Brenda Hillman","female","University of Iowa","judge","2017","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Brenda","Hillman","Q4960695","Brenda Hillman","93929850","n84045053","","graduate","934","",""
"Brenda Hillman","female","University of Iowa","judge","2017","Wallace Stevens Award","100,000","Academy of American Poets","career","poetry","Brenda","Hillman","Q4960695","Brenda Hillman","93929850","n84045053","","graduate","934","",""
"Jennifer Haigh","female","University of Iowa","winner","2017","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Jennifer","Haigh","Q6178396","Jennifer Haigh","79188292","n2002033247","","graduate","2556","",""
"Jorie Graham","female","University of Iowa","winner","2017","Wallace Stevens Award","100,000","Academy of American Poets","career","poetry","Jorie","Graham","Q6278867","Jorie Graham","112072294","n80002893","","graduate","1074","",""
"Joy Harjo","female","University of Iowa","winner","2017","Art of Change","50,000","Ford Foundation","career","no genre","Joy","Harjo","Q292180","Joy Harjo","30693197","n81068743","","graduate","1077","",""
