Location Name,Title,Permanent Call Number,Author
Hallock Collection,,L91unb,"Lowell, James Russell, 1819-1891."
Hallock Collection,"Unguarded gates and other poems,",A36u,"Aldrich, Thomas Bailey, 1836-1907."
Hallock Collection,"Unpublished poems by Bryant and Thoreau : ""Musings"" by William Cullen Bryant and ""Godfrey of Boulogne"" by Henry D. Thoreau /",B91un,"Bryant, William Cullen, 1794-1878."
Hallock Collection,Uomini rappresentativi;,E53rei,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,Uomini rappresentativi; traduzione e studio di Guido Ferrando.,E53reia,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,Urania: a rhymed lesson.,H75u,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,"Valedictory address, delivered to the medical graduates of Harvard University at the annual commencement, Wednesday, March 10, 1858 /",H75v,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,Versuche. (Essays.),E53essg,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,"Vie et caracte?re de Napole?on Bonaparte,",E53xc4f,"Channing, William Ellery, 1817-1901."
Hallock Collection,Visions : a study of false sight (pseudopia) /,H75xc6,"Clarke, Edward H. 1820-1877, author. (Edward Hammond),"
Hallock Collection,Visits to Walt Whitman in 1890-1891 /,W61yjv,"Johnston, John, 1852-1927 author."
Hallock Collection,"Voices from the press : a collection of sketches, essays, and poems /",W61xb,
Hallock Collection,Voices of nature. With illustrations.,B91v,"Bryant, William Cullen, 1794-1878."
Hallock Collection,"Voices of the night, and other poems.",L85vob,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,Voices of the night; and other poems.,L85voa,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,Voices of the true-hearted ...,L91xv,
Hallock Collection,Voltaire /,H29v,"Harper, Henry Howard, 1871-1953."
Hallock Collection,Voyages and discoveries of the companions of Columbus /,I72va,"Irving, Washington, 1783-1859."
Hallock Collection,Voyages et aventures de Christophe Colomb /,I72hif,"Irving, Washington, 1783-1859."
Hallock Collection,"Walden, oder, Leben in der Waldern /",T48wdg,"Thoreau, Henry David, 1817-1862."
Hallock Collection,"Walden, or, Life in the woods /",T48wc,"Thoreau, Henry David, 1817-1862, author."
Hallock Collection,"Walden, or, Life in the woods,",T48wb,"Thoreau, Henry David, 1817-1862."
Hallock Collection,Walden.,T48wa,"Thoreau, Henry David, 1817-1862."
Hallock Collection,Walt Whitman /,W61yb,"Bailey, John Cann, 1864-1931."
Hallock Collection,Walt Whitman : Vortrag gehalten im Deutschen Gesellig-Wissenschaftlichen Verein von New York am 24 Ma?rz 1886 /,W61yk7,"Knortz, Karl, 1841-1918."
Hallock Collection,Walt Whitman : der Dichter der Demokratie /,W61yk7a,"Knortz, Karl, 1841-1918."
Hallock Collection,Walt Whitman : his life and work /,W61yp,"Perry, Bliss, 1860-1954."
Hallock Collection,Walt Whitman : the man and his work /,W61yb3,"Bazalgette, Le?on, 1873-1928."
Hallock Collection,"Walt Whitman and the Civil War; a collection of original articles and manuscripts,",W61wal,"Whitman, Walt, 1819-1892."
Hallock Collection,"Walt Whitman as man, poet, and friend : being autograph pages from many pens /",W61ye,"Elliot, Charles N. 1873- compiler. (Charles Nathan),"
Hallock Collection,Walt Whitman at home /,W61wat,"Whitman, Walt, 1819-1892."
Hallock Collection,Walt Whitman in England /,W61yb65,"Blodgett, Harold William, 1900-1994."
Hallock Collection,Walt Whitman in Mickle street,W61yk,"Keller, Elizabeth Leavitt, 1839-"
Hallock Collection,"Walt Whitman the man,",W61yd6,"Donaldson, Thomas, 1843-1898."
Hallock Collection,Walt Whitman's anomaly /,W61yr,"Rivers, W. C. (Walter Courtenay)"
Hallock Collection,Walt Whitman's diary in Canada : with extracts from other of his diaries and literary note-books /,W61di,"Whitman, Walt, 1819-1892."
Hallock Collection,Walt Whitman's workshop : a collection of unpublished manuscripts /,W61waw,"Whitman, Walt, 1819-1892, author."
Hallock Collection,"Walt Whitman,",W61yc2,"Carpenter, George R. 1863-1909. (George Rice),"
Hallock Collection,"Walt Whitman, a study /",W61ys9,"Symonds, John Addington, 1840-1893."
Hallock Collection,"Walt Whitman, poet and democrat.",W61yr6,"Robertson, J. M. 1856-1933. (John Mackinnon),"
Hallock Collection,"Walt Whitman, the man and the poet /",W61yt,"Thomson, James, 1834-1882."
Hallock Collection,Walt Whitman. /,W61yi,"Ingersoll, Robert Green, 1833-1899."
Hallock Collection,"Walt Whitman; a critical study,",W61yd,"De Selincourt, Basil, 1876-"
Hallock Collection,Walt Whitman; a study and a selection,W61w,"Whitman, Walt, 1819-1892."
Hallock Collection,Washington Irving : Auswahl aus seinen Schriften /,I72wrgc,"Irving, Washington, 1783-1859."
Hallock Collection,Washington Irving : commemoration of the one hundredth anniversary of his birth /,I72yw3,Washington Irving Association.
Hallock Collection,"Washington Irving and contemporaries, in thirty life sketches,",I72yw,"Waldron, William Watson, editor."
Hallock Collection,"Washington Irving and the Storrows : letters from England and the continent, 1821-1828 /",I72w,"Irving, Washington, 1783-1859, author."
Hallock Collection,Washington Irving's Skizzenbuch;,I72skg,"Irving, Washington, 1783-1859."
Hallock Collection,Washington Irving's ausgewa?hlte Schriften /,I72wrgb,"Irving, Washington, 1783-1859."
Hallock Collection,Washington Irving's sa?mmtliche Werke ...,I72wrg,"Irving, Washington, 1783-1859."
Hallock Collection,"Washington Irving, esquire, ambassador at large from the new world to the old,",I72yh,"Hellman, George Sidney, 1878-1958."
Hallock Collection,"Washington Irving. A sketch,",I72yc,"Curtis, George William, 1824-1892."
Hallock Collection,"Water celebration, Boston, October 25, 1848. Exercises at the fountain.",L91xb7,Boston (Mass.). Water Commissioners.
Hallock Collection,Where I lived & what I lived for /,T48wh,"Thoreau, Henry David, 1817-1862."
Hallock Collection,White-Jacket ; or The world in a man-of-war. /,M53w,"Melville, Herman, 1819-1891."
Hallock Collection,Whitman : a study /,W61yb9,"Burroughs, John, 1837-1921."
Hallock Collection,"Whitman and Burroughs, comrades,",W61yb2,"Barrus, Clara, 1864-1931."
Hallock Collection,Whitman and Traubel /,W61yw,"Walling, William English, 1877-1936 author."
Hallock Collection,"Whitman; an interpretation in narrative,",W61yh7wh,"Holloway, Emory, 1885-1977."
Hallock Collection,"Whittier as a politician : illustrated by his letters to Professor Elizur Wright, Jr., now first published /",W62wh,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,Whittier leaflets : poems and prose passages from the works of John Greenleaf Whittier for reading and recitation /,W62w,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,,W62wa,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,Whittier's unknown romance; letters to Elizabeth Lloyd.,W62wu,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,"Whittier, notes of his life and of his friendships.",W62yf,"Fields, Annie, 1834-1915."
Hallock Collection,"Whittier-land; a handbook of North Essex,",W62ypw,"Pickard, Samuel T. 1828-1915. (Samuel Thomas),"
Hallock Collection,"Whittier: prophet, seer and man,",W62yf6,"Flower, B. O. 1858-1918. (Benjamin Orange),"
Hallock Collection,Wild apples /,T48wi,"Thoreau, Henry David, 1817-1862."
Hallock Collection,Wild life in a southern county /,J45w,"Jefferies, Richard, 1848-1887."
Hallock Collection,William Cullen Bryant /,B91yb,"Bigelow, John, 1817-1911."
Hallock Collection,,B91yb8,"Bradley, William Aspenwall, 1878-1939."
Hallock Collection,William Cullen Bryant : a biographical sketch : with selections from his poems and other writings /,B91ysa,"Symington, Andrew James, 1825-"
Hallock Collection,William Cullen Bryant.,B91yh6,"Hill, David Jayne, 1850-1932."
Hallock Collection,William Cullen Bryant: his home.,B91yw,"Warner, Mary Dawes."
Hallock Collection,"William Cullen Bryant; a biographical sketch, with selections from his poems and other writings,",B91ys,"Symington, Andrew James, 1825-"
Hallock Collection,"William Wordsworth : a biographical sketch, with selections from his writings in poetry and prose /",W92ys98,"Symington, Andrew James, 1825- author."
Hallock Collection,William Wordsworth and Annette Vallon.,W92yl5w,"Legouis, Emile, 1861-1937."
Hallock Collection,William Wordsworth im urteile seiner zeit.,W92yb6,"Bo?mig, Karl Arthur, 1882-"
Hallock Collection,"William Wordsworth,",W92yw925,"Wordsworth, Elizabeth, Dame, 1840-1932."
Hallock Collection,"William Wordsworth, how to know him.",W92yw7,"Winchester, C. T. 1847-1920. (Caleb Thomas),"
Hallock Collection,William Wordsworth.,W92yb,"Beatty, Arthur, 1869-1943."
Hallock Collection,"William Wordsworth; the story of his life, with critical remarks on his writings.",W92ys9,"Sutherland, James Middleton."
Hallock Collection,,W92ys9a,"Sutherland, James Middleton."
Hallock Collection,"Winter : Gedanken und Stimmungsbilder,",T48wing,"Thoreau, Henry David, 1817-1862."
Hallock Collection,Winter : from the Journal of Henry D. Thoreau /,T48win,"Thoreau, Henry David, 1817-1862, author."
Hallock Collection,Winter poems by favorite American poets ...,W78,
Hallock Collection,"Wishmaker's town,",A36xy,"Young, William, 1847-1920."
Hallock Collection,"Wit & humour; poems,",H75w,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,,H75wa,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,With Walt Whitman in Camden /,W61yt7w,"Traubel, Horace, 1858-1919."
Hallock Collection,"With Wordsworth in England; being a selection of the poems and letters of William Wordsworth which have to do with English scenery and English life,",W92wi,"Wordsworth, William, 1770-1850."
Hallock Collection,"Wolfert's Roost, and other papers, now first collected /",I72wob,"Irving, Washington, 1783-1859."
Hallock Collection,Woman and freedom in Whitman /,W61ym,"Michael, Helen Cecilia De Silver Abbott, 1857-1904."
Hallock Collection,Wood magic : a fable /,J45wo,"Jefferies, Richard, 1848-1887."
Hallock Collection,"Wordsworth & Reed; the poet's correspondence with his American editor, 1836-1850, and Henry Reed's account of his reception at Rydal mount, London, and elsewhere in 1854,",W92wor,"Wordsworth, William, 1770-1850."
Hallock Collection,Wordsworth ...,W92yr2,"Read, Herbert, 1893-1968."
Hallock Collection,Wordsworth /,W92ym9,"Myers, F. W. H. 1843-1901. (Frederic William Henry),"
Hallock Collection,"Wordsworth : poems in two volumes, 1807 /",W92poeb,"Wordsworth, William, 1770-1850."
Hallock Collection,Wordsworth and Coleridge: lyrical ballads 1798.,W92lyd,"Wordsworth, William, 1770-1850."
Hallock Collection,"Wordsworth and his circle,",W92yr,"Rannie, David Watson, 1857-1923."
Hallock Collection,"Wordsworth and the Coleridges : with other memories, literary and political /",W92yy,"Yarnall, Ellis, 1817-1905."
Hallock Collection,"Wordsworth's French daughter; the story of her birth, with the certificates of her baptism and marriage,",W92yhw,"Harper, George McLean, 1863-1947."
Hallock Collection,Wordsworth's anti-climax.,W92ys7,"Sperry, Willard Learoyd, 1882-1954."
Hallock Collection,"Wordsworth's grave, and other poems,",W92yw,"Watson, William, 1858-1935."
Hallock Collection,,W92ywa,"Watson, William, 1858-1935."
Hallock Collection,Wordsworth's literary criticism /,W92lit,"Wordsworth, William, 1770-1850."
Hallock Collection,"Wordsworth's politische Entwicklung,",W92yg9,"Gu?ttler, Felix, 1890-"
Hallock Collection,"Wordsworth's theory of poetic diction; a study of the historical and personal background of the lyrical ballads,",W92yg79,"Greenbie, Marjorie Latta Barstow, 1891-"
Hallock Collection,"Wordsworth's tract on the Convention of Cintra (published 1809) with two letters of Wordsworth written in the year 1811, now republished,",W92ca,"Wordsworth, William, 1770-1850."
Hallock Collection,"Wordsworth,",W92yh5w,"Herford, C. H. 1853-1931. (Charles Harold),"
Hallock Collection,"Wordsworth, Shelley, Keats, and other essays /",W92ym4,"Masson, David, 1822-1907, author."
Hallock Collection,"Wordsworth, an anthology;",W92wo,"Wordsworth, William, 1770-1850."
Hallock Collection,Wordsworth. A biographic æsthetic study.,W61ys,"Calvert, George Henry, 1803-1889."
Hallock Collection,Wordsworth: lectures and essays,W92yg,"Garrod, H. W. 1878-1960. (Heathcote William),"
Hallock Collection,Wordsworths' prefaces and essays on poetry; with letter to Lady Beaumont. (1798-1845) Ed. with introduction and notes by A.J. George.,W92pr,"Wordsworth, William, 1770-1850."
Hallock Collection,"Wordsworthshire, an introduction to a poet's country;",W92yr6,"Robertson, Eric S. (Eric Sutherland)"
Hallock Collection,Works. In two parts.,W91w,"Woolman, John, 1720-1772."
Hallock Collection,"Wyndham towers,",A36w,"Aldrich, Thomas Bailey, 1836-1907."
Hallock Collection,Yarrow revisited : and other poems /,W92wya,"Wordsworth, William, 1770-1850."
Hallock Collection,,W92wyb,"Wordsworth, William, 1770-1850, author."
Hallock Collection,Yarrow revisited and other poems /,W92wy,"Wordsworth, William, 1770-1850, author."
Hallock Collection,Young America: a poem /,H18wy,"Halleck, Fitz-Greene, 1790-1867."
Hallock Collection,Young American's magazine of self-improvement.,L91xy,
Hallock Collection,"[Letter, 1819] 22nd November, Rydal Mount [to] William Westall, Somers Town /",W92l,"Wordsworth, William, 1770-1850."
Hallock Collection,Æsthetic papers /,A25,
