Location Name,Title,Permanent Call Number,Author
Hallock Collection,Memories of Hawthorne.,H39yl3,"Lathrop, Rose Hawthorne, 1851-1926."
Hallock Collection,Memories of President Lincoln and other lyrics of the war /,W61ma,"Whitman, Walt, 1819-1892."
Hallock Collection,"Memories of President Lincoln, and other lyrics of the war /",W61m,"Whitman, Walt, 1819-1892, author."
Hallock Collection,"Memories of a hundred years,",E53yh1,"Hale, Edward Everett, 1822-1909."
Hallock Collection,"Mercedes, and later lyrics.",A36me,"Aldrich, Thomas Bailey, 1836-1907."
Hallock Collection,Mercedes; a drama in two acts /,A36mea,"Aldrich, Thomas Bailey, 1836-1907."
Hallock Collection,"Mesmerism ""in articulo mortis"" : an astounding & horrifying narrative, shewing the extraordinary power of mesmerism in arresting the progress of death /",P74mes,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,Michael Angelo : a dramatic poem /,L85mi,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,"Miriam, oder Graf und Ku?nstlerin : nach dem Englischen: Transformation /",H39mg,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,Miscellaneous poems selected from the United States Literary Gazette.,B91xum,
Hallock Collection,Miscellanies /,E53mia,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,"Miscellanies : embracing Nature, addresses, and lectures /",E53mi,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,Miss Mehetabel's son.,A36mis,"Aldrich, Thomas Bailey, 1836-1907."
Hallock Collection,"Mogg Megone, a poem.",W62mo,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,Mosses from an old manse /,H39mo,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,,H39mob,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,Music and poetry : essays upon some aspects and interrelations of the two arts /,L28m,"Lanier, Sidney, 1842-1881, author."
Hallock Collection,My study windows /,L91mya,"Lowell, James Russell, 1819-1891."
Hallock Collection,My study windows.,L91my,"Lowell, James Russell, 1819-1891."
Hallock Collection,"Narrative of a four months' residence among the natives of a valley of the Marquesas Islands : or, A peep at Polynesian life /",M53n,"Melville, Herman, 1819-1891."
Hallock Collection,"Nathaniel Hawthorne : an oration delivered before the alumni of Bowdoin college, Brunswick, Maine, July 10, 1878 /",H39ys98,"Symonds, Joseph W. 1840-1918. (Joseph White),"
Hallock Collection,"Nathaniel Hawthorne's Scarlet letter, dramatized. A play in five acts.",H39scyp,"Peck, Elizabeth Weller."
Hallock Collection,"Nathaniel Hawthorne,",H39yw8,"Woodberry, George Edward, 1855-1930."
Hallock Collection,"Nathaniel Hawthorne, 1804-1864 : places in Salem associated with him and his writings /",H39yr,"Robinson, John, 1846-1925."
Hallock Collection,"Nathaniel Hawthorne, how to know him,",H39yw8n,"Woodberry, George Edward, 1855-1930."
Hallock Collection,National lyrics.,W62n,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,Natur und Geist /,E53ntg,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,Natural history of intellect : and other papers /,E53n,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,Nature /,E53ntb,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,,E53ntc,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,,E53ntd,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,,E53ntda,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,"Nature : addresses, and lectures /",E53ntea,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,Nature and other addresses and lectures /,E53nteb,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,"Nature near London,",J45n,"Jefferies, Richard, 1848-1887."
Hallock Collection,,J45nb,"Jefferies, Richard, 1848-1887."
Hallock Collection,Nature near London.,J45na,"Jefferies, Richard, 1848-1887."
Hallock Collection,Nature.,E53nta,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,"Nature; addresses, and lectures.",E53nte,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,"New York dissected,",W61n,"Whitman, Walt, 1819-1892."
Hallock Collection,Notes from books. In four essays.,W92yt,"Taylor, Henry, Sir, 1800-1886."
Hallock Collection,"Notes while preparing Sketch book &c. 1817,",I72n,"Irving, Washington, 1783-1859."
Hallock Collection,Nouvelles histoires extraordinaires,P74tf,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,"Novelas espan?olas : y Coplas de Manrique ; con algunos pasages de Don Quijote, etc.",L85no,
Hallock Collection,November boughs /,W61no,"Whitman, Walt, 1819-1892, author."
Hallock Collection,"November boughs,",W61noa,"Whitman, Walt, 1819-1892."
Hallock Collection,"Obsequies of Abraham Lincoln, in the City of New York, under the auspices of the Common Council.",B91xn,New York (N.Y.). Common Council.
Hallock Collection,"Ode on immortality ; and, Lines on Tintern Abbey /",W92o,"Wordsworth, William, 1770-1850."
Hallock Collection,Old Christmas : from the Sketch book of Washington Irving /,I72oa,"Irving, Washington, 1783-1859."
Hallock Collection,Old Christmas : from the sketch book of Washington Irving /,I72o,"Irving, Washington, 1783-1859."
Hallock Collection,"Old South Meeting-house : report of a meeting of the inhabitants of Cambridge, in Memorial Hall, Harvard College, January 18th, 1877.",L91xc,
Hallock Collection,Oliver Goldsmith (an essay).,H29o,"Harper, Henry Howard, 1871-1953."
Hallock Collection,Oliver Goldsmith : a biography /,I72loa,"Irving, Washington, 1783-1859."
Hallock Collection,Oliver Goldsmith. Eine Lebensbeschreibung,I72log,"Irving, Washington, 1783-1859."
Hallock Collection,Oliver Goldsmith: A Biography. By Washington Irving.,I72lob,"Irving, Washington, 1783-1859."
Hallock Collection,Oliver Wendell Holmes /,H75yo,"Osler, William, Sir, 1849-1919."
Hallock Collection,Oliver Wendell Holmes : the autocrat and his fellow-boarders /,H75yc9,"Crothers, Samuel McChord, 1857-1927."
Hallock Collection,Oliver Wendell Holmes.,H75yj,"Jerrold, Walter, 1865-1929."
Hallock Collection,Omoo : a narrative of adventures in the south seas /,M53o,"Melville, Herman, 1819-1891."
Hallock Collection,On Emerson : and other essays /,YP M18e E,"Maeterlinck, Maurice, 1862-1949."
Hallock Collection,On Wordsworth /,W92ys55,"Sherwood, John."
Hallock Collection,"Oration delivered before the New England Society, in the city of New York, at their semi-centennial anniversary, December 22, 1855.",H75ort,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,"Oration delivered before the city authorities at Boston, on the eighty-seventh anniversery of the national independence of America /",H75ora,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,"Oration delivered before the city authorities of Boston, on the fourth of July, 1863.",H75or,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,Orations and addresses.,B91o,"Bryant, William Cullen, 1794-1878."
Hallock Collection,"Orations, lectures, and addresses.",E53ort,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,Origin and growth of the languages of southern Europe and of their literature;,L85o,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,"Our English lakes, mountains, and waterfalls,",W92cu,"Wordsworth, William, 1770-1850."
Hallock Collection,Our hundred days in Europe;,H75ou,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,Our old home /,H39ob,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,Our old home : a series of English sketches /,H39o,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,Our old home.,H39oa,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,Our pastors' offering. A compilation from the writings of the pastors of the Second Church. For the Ladies' Fair to assist in furnishing the new church edifice.,E53xr,"Robbins, Chandler, 1810-1882, compiler."
Hallock Collection,"Out of his head. A romance ... [Also, Paul Lynde's sketch book]",A36ou,"Aldrich, Thomas Bailey, 1836-1907 editor."
Hallock Collection,Outre-mer : a pilgrimage beyond the sea /,L85oub,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,Outre-mer : a pilgrimage beyond the sea. /,L85ouc,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,"Outre-mer, a pilgrimage beyond the sea.",L85oua,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,Pages de journal /,W61spf,"Whitman, Walt, 1819-1892."
Hallock Collection,"Pages from an old volume of life; a collection of essays, 1857-1881,",H75p,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,"Pampinea, and other poems,",A36p,"Aldrich, Thomas Bailey, 1836-1907."
Hallock Collection,"Pansy's wish: a Christmas fantasy, with a moral.",A36pan,"Aldrich, Thomas Bailey, 1836-1907."
Hallock Collection,"Park Street, new and old, 1828-1923.",H83,
Hallock Collection,Parnassus;,E53p,"Emerson, Ralph Waldo, 1803-1882, editor."
Hallock Collection,"Parodies on Walt Whitman,",W61ys,"Saunders, Henry Scholey, 1864-1951."
Hallock Collection,Passages from the American note-books of Nathaniel Hawthorne.,H39p,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,,H39pa,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,Passages from the English note-books of Nathaniel Hawthorne.,H39pea,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,Passages from the French and Italian note-books of Nathaniel Hawthorne.,H39pf,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,,H39pfa,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,Past and present.,E53xcp,"Carlyle, Thomas, 1795-1881."
Hallock Collection,Pastoral poems /,W92p,"Wordsworth, William, 1770-1850."
Hallock Collection,"Paul Revere's ride,",L85p,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,Perdita di fiato;,P74loi,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,"Personal recollections of John G. Whittier,",W62yc,"Claflin, Mary B. 1825-1896. (Mary Bucklin),"
Hallock Collection,Personal recollections of Nathaniel Hawthorne /,H39yb8,"Bridge, Horatio, 1806-1893, author."
Hallock Collection,Pertaining to Thoreau.,T48yj7,"Jones, Samuel Arthur, 1834-1912."
Hallock Collection,Peter Bell : a tale in verse /,W92pe,"Wordsworth, William, 1770-1850."
Hallock Collection,Pictures : an unpublished poem of Walt Whitman /,W61pi,"Whitman, Walt, 1819-1892."
Hallock Collection,Pictures and stories from Uncle Tom's cabin.,S89uys,
Hallock Collection,Plutarch's morals /,E53xp,Plutarch.
Hallock Collection,Poe's Helen.,P74yt,"Ticknor, Caroline, 1866-1937 author."
Hallock Collection,"Poe's brother, the poems of William Henry Leonard Poe,",P74yp74,"Poe, William Henry Leonard, 1807-1831."
Hallock Collection,Poeana.,P74yw62,"Whitty, J. H. 1859-1937. (James Howard),"
Hallock Collection,Poems,W61pob,"Whitman, Walt, 1819-1892."
Hallock Collection,,W62poa,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,Poems /,B91pd,"Bryant, William Cullen, 1794-1878."
Hallock Collection,,B91pe,"Bryant, William Cullen, 1794-1878."
Hallock Collection,,B91pf,"Bryant, William Cullen, 1794-1878."
Hallock Collection,,H75poa,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,,H75pob,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,,H75poc,"Holmes, Oliver Wendell, 1809-1894, author."
Hallock Collection,,H75pod,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,,L85poa,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,,L85poc,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,,L85poeb,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,,L85poec,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,,L91po,"Lowell, James Russell, 1819-1891, author."
Hallock Collection,,L91poa,"Lowell, James Russell, 1819-1891."
Hallock Collection,,L91pob,"Lowell, James Russell, 1819-1891."
Hallock Collection,,W61po,"Whitman, Walt, 1819-1892, author."
Hallock Collection,,W62pod,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,,W92pobe,"Wordsworth, William, 1770-1850."
Hallock Collection,,W92pode,"Wordsworth, William, 1770-1850."
Hallock Collection,,W92xw,"Wrangham, Francis, 1769-1842, author."
Hallock Collection,"Poems and extracts chosen by William Wordsworth for an album presented to Lady Mary Lowther, Christmas, 1819 /",W92pom,
Hallock Collection,"Poems by William Wordsworth : including Lyrical ballads, and the miscellaneous pieces of the author. With additional poems, a new preface, and a supplementary essay. In two volumes.",W92poa,"Wordsworth, William, 1770-1850, author."
Hallock Collection,Poems dedicated to National Independence and Liberty /,W92pomd,"Wordsworth, William, 1770-1850."
Hallock Collection,Poems from the poetical works of William Wordsworth.,W92pobb,"Wordsworth, William, 1770-1850."
Hallock Collection,,W92pobc,"Wordsworth, William, 1770-1850."
Hallock Collection,Poems from the writings of Ralph Waldo Emerson /,E53pog,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,Poems of Longfellow : selected from the best editions.,L85poeh,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,Poems of R.W. Emerson. With prefatory notice by Walter Lewis.,E53pof,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,Poems of Robert Herrick: a selection from Hesperides and Noble numbers;,A36xh,"Herrick, Robert, 1591-1674."
Hallock Collection,"Poems of Sidney Lanier,",L28p,"Lanier, Sidney, 1842-1881."
Hallock Collection,Poems of William Wordsworth /,W92pocf,"Wordsworth, William, 1770-1850, author."
Hallock Collection,Poems of Wordsworth /,W92podca,"Wordsworth, William, 1770-1850, author."
Hallock Collection,Poems of nature /,T48p,"Thoreau, Henry David, 1817-1862."
Hallock Collection,Poems of nature and sentiment /,W92pomn,"Wordsworth, William, 1770-1850."
Hallock Collection,"Poems of the ""Old South"" /",P744,
Hallock Collection,Poems on slavery /,L85pma,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,Poems on slavery.,L85pm,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,"Poems written during the progress of the abolition question in the United States, between the years 1830-1838 /",W62pom,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,"Poems,",A36po,"Aldrich, Thomas Bailey, 1836-1907."
Hallock Collection,,B91pa,"Bryant, William Cullen, 1794-1878."
Hallock Collection,,B91pb,"Bryant, William Cullen, 1794-1878."
Hallock Collection,,L91pof,"Lowell, James Russell, 1819-1891."
Hallock Collection,,P74pb,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,,P74pca,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,,P74pda,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,,W787p,"Winter, William, 1836-1917."
Hallock Collection,"Poems, by William Cullen Bryant.",B91pc,"Bryant, William Cullen, 1794-1878."
Hallock Collection,"Poems, chiefly of early and late years; : including The borderers, a tragedy. /",W92pomc,"Wordsworth, William, 1770-1850, author."
Hallock Collection,"Poems, lyrical and dramatic : including The seaside and the fireside /",L85pod,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,Poems.,E53po,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,,E53poc,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,,E53poe,"Emerson, Ralph Waldo, 1803-1882 author."
Hallock Collection,,W62poe,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,Poems. /,S27p,"Saxe, John Godfrey, 1816-1887."
Hallock Collection,Poetical works of William Wordsworth : in five volumes.,W92poaa,"Wordsworth, William, 1770-1850."
Hallock Collection,Poetry of the bells /,B32p,"Batchelder, Samuel, Jr., 1830-1888."
Hallock Collection,Poets' homes. pen and pencil sketches of American poets and their homes /,S86,"Stoddard, Richard Henry, 1825-1903 author."
Hallock Collection,"Poe?mes de Walt Whitman, version franc?aise de Le?on Bazalgette. Avec un portrait.",W61pof,"Whitman, Walt, 1819-1892."
Hallock Collection,Ponkapog papers /,A36pon,"Aldrich, Thomas Bailey, 1836-1907."
Hallock Collection,"Power, wealth, illusions /",E53pow,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,Preface to the proposed edition of the Epistles of Pliny.,H29pr,"Harper, Henry Howard, 1871-1953."
Hallock Collection,Printed copy of sermon /,E53ser,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,"Proceedings at a reception in honor of the Rev. O.B. Frothingham,",E53xn5,"Independent Liberal Church (New York, N.Y.)"
Hallock Collection,"Proceedings at the centennial celebration of the Battle of Lexington, April 19, 1875.",W62xl,Lexington (Mass.)
Hallock Collection,"Proceedings at the dedication of the Haverhill Public Library, November 11th, 1875 : and report of the trustees to the city of Haverhill, January 1, 1876.",W62xh,Haverhill Public Library.
Hallock Collection,"Proceedings at the dedication of the new library building, Chelsea, Mass., December 22, 1885 : with the address by James Russell Lowell.",L91xc5,
Hallock Collection,"Proceedings at the dinner given by the medical profession of the city of New York April 12, 1883 to Oliver Wendell Holmes, M.D., LL. D. /",H75yc,
Hallock Collection,"Proceedings at the presentation of a portrait of John Greenleaf Whittier to Friends' School : Providence, R.I., tenth month, 24th, 1884.",W62yp9,"Friends' Boarding School (Providence, R.I.)"
Hallock Collection,"Proceedings of a special meeting of the Massachusetts Historical Society, December 16, 1873; being the one hundredth anniversary of the destruction of the tea in Boston Harbor.",H75xmp,Massachusetts Historical Society.
Hallock Collection,"Proceedings of the American Anti-slavery Society, at its third decade : held in the city of Philadelphia, Dec. 3d and 4th, 1864 /",W62xa,"American Anti-Slavery Society, author."
Hallock Collection,"Proceedings of the dedication of the fountain on Eaton Square, Ward 24, October 24, 1885 : in memory of Theodore Lyman, Jr., mayor of Boston in 1834-35.",L91xb,Boston (Mass.). City Council.
Hallock Collection,"Prophet of America; Emerson and the problems of to-day,",E53yd5,"Dillaway, Newton, 1904-1973."
Hallock Collection,Prose works of Henry Wadsworth Longfellow : complete in two volumes.,L85prb,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,Prose works of John Greenleaf Whittier.,W62pro,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,Prose writings of Wordsworth /,W92proa,"Wordsworth, William, 1770-1850."
Hallock Collection,Prudence Palfrey : a novel /,A36pra,"Aldrich, Thomas Bailey, 1836-1907."
Hallock Collection,Prudence Palfrey. A novel.,A36pr,"Aldrich, Thomas Bailey, 1836-1907."
Hallock Collection,Racconti straordinari e grotteschi /,P74tia,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,Racconti straordinari;,P74ti,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,"Radicalism in religion, philosophy, and social life : four papers from the Boston courier for 1858.",E53yr,
Hallock Collection,"Ralph Waldo Emerson : a paper read before the New York genealogical and biographical society, December 14, 1833, with afterthoughts /",E53yh,"Hague, William, 1808-1887."
Hallock Collection,"Ralph Waldo Emerson : an estimate of his character and genius, in prose and verse /",E53ya3r,"Alcott, Amos Bronson, 1799-1888, author."
Hallock Collection,"Ralph Waldo Emerson : his maternal ancestors, with some reminiscences of him /",E53yh35,"Haskins, David Greene, 1818-1896."
Hallock Collection,"Ralph Waldo Emerson,",E53yf,"Firkins, Oscar W., 1864-1932."
Hallock Collection,,H75r,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,"Ralph Waldo Emerson, an essay.",E53ym8,"Morley, John, 1838-1923."
Hallock Collection,"Ralph Waldo Emerson, his life, writings, and philosophy /",E53yc77ra,"Cooke, George Willis, 1848-1923."
Hallock Collection,Ralph Waldo Emerson.,E53ysr,"Sanborn, F. B. 1831-1917. (Franklin Benjamin),"
Hallock Collection,"Ralph Waldo Emerson: his life, writings, and philosophy.",E53yc77r,"Cooke, George Willis, 1848-1923."
Hallock Collection,"Re-union of the schoolmates of John Greenleaf Whittier : at St. John's Rectory, Haverhill, Mass., September 10, 1885, with exercises at the presentation of the portrait of the poet to the Haverhill Public Library, December 17, 1885.",W62yr4,
Hallock Collection,"Reader! walk up at once (it will soon be too late) and buy at a perfectly ruinous rate A fable for critics; or, better, (I like, as a thing that the reader's first fancy may strike, an old-fashioned title-page, such as presents a tabular view of the volume's contents) A glance at a few of our literary progenies (Mrs. Malaprop's word) from the tub of Diogenes; a vocal and musical medley. That is, a series of jokes",L91fa,"Lowell, James Russell, 1819-1891."
Hallock Collection,,L91fb,"Lowell, James Russell, 1819-1891."
Hallock Collection,"Recollections and impressions, 1822-1890 /",E53yf9,"Frothingham, Octavius Brooks, 1822-1895."
Hallock Collection,"Recollections of Louisa May Alcott, John Greenleaf Whittier, and Robert Browning, together with several memorial poems : illustrated /",W62yp8,"Porter, Maria S., author."
Hallock Collection,"Recollections of a tour made in Scotland, A.D. 1803.",W92yw92,"Wordsworth, Dorothy, 1771-1855."
Hallock Collection,"Recollections of seventy years,",E53ysre v.1,"Sanborn, F. B. 1831-1917. (Franklin Benjamin),"
Hallock Collection,"Records of a lifelong friendship, 1807-1882 /",E53r,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,Red deer /,J45r,"Jefferies, Richard, 1848-1887."
Hallock Collection,Remembrances of Emerson.,E53ya,"Albee, John, 1833-1915."
Hallock Collection,Reminiscences of Edgar Allan Poe.,P74yn,"Nichols, Mary Sargeant Gove, 1810-1884."
Hallock Collection,"Reminiscences of John Greenleaf Whittier's life at Oak Knoll, Danvers, Mass.,",W62yw,"Woodman, Aby Johnson, Mrs., 1828-"
Hallock Collection,Reminiscences of Walt Whitman : with extracts from his letters and remarks on his writings /,W61yk3,"Kennedy, William Sloane, 1850-1929."
Hallock Collection,Reminiscences of an old teacher.,E53xe,"Emerson, George B. 1797-1881. (George Barrell),"
Hallock Collection,"Report of the committee of the Association of the alumni of Harvard College, appointed to take into consideration the state of the college library, in accordance with a vote of the association passed at the annual meeting, July 16, 1857.",L91xh3,Harvard Alumni Association.
Hallock Collection,"Report of the proceedings at the dinner given by the Society of Authors to American men and women of letters ... July 25, 1888.",L91xi,Incorporated Society of Authors (Great Britain)
Hallock Collection,Report of the proceedings of the second annual meeting of the Alumni Association of the New England Yearly Meeting School : to which are appended the Oration by Thomas Chase and Poem by John G. Whittier.,W62xp9,New England Yearly Meeting School. Alumni Association. Meeting 1860) (2nd :
Hallock Collection,Repra?sentanten des Menschengeschlechts /,E53reg,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,Representative men : seven lectures /,E53re,"Emerson, Ralph Waldo, 1803-1882, author."
Hallock Collection,,E53rea,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,,E53rec,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,Representative men: seven lectures.,E53reb,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,Restless human hearts : a novel /,J45re,"Jefferies, Richard, 1848-1887."
Hallock Collection,Richard Jefferies : a study /,J45ys,"Salt, Henry S., 1851-1939, author."
Hallock Collection,Richard Jefferies : e?tude d'une personnalite?.,J45ym,"Masseck, Clinton Joseph."
Hallock Collection,"Richard Jefferies,",J45ya,"Arkell, Reginald, 1882-1959."
Hallock Collection,"Richard Jefferies; his life and work,",J45yt,"Thomas, Edward, 1878-1917."
Hallock Collection,Rip Van Winkle : a legend of the Hudson /,I72rb,"Irving, Washington, 1783-1859."
Hallock Collection,Rip Van Winkle : a legend of the Kaatskill Mountains /,I72ra,"Irving, Washington, 1783-1859, author."
Hallock Collection,"Rip Van Winkle : and, the legend of Sleepy Hollow /",I72rc,"Irving, Washington, 1783-1859, author."
Hallock Collection,"Rip Van Winkle, as played by Joseph Jefferson.",I72rd,"Jefferson, Joseph, 1829-1905."
Hallock Collection,Rivulets of prose : critical essays /,W61r,"Whitman, Walt, 1819-1892."
Hallock Collection,Round about a great estate.,J45ro,"Jefferies, Richard, 1848-1887."
Hallock Collection,"Saggi de'novellieri italiani d'ogni secolo: tratti da'piu? celebri scrittori, con brevi notizie intorno alla vita di ciascheduno.",L85s,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,Saint Gregory's guest : and recent poems /,W62sai,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,Saint Guido /,J45s,"Jefferies, Richard, 1848-1887, author."
Hallock Collection,"Salmagundi, or, The whim-whams and opinions of Launcelot Langstaff, Esq., and others /",I72sd,"Irving, Washington, 1783-1859."
Hallock Collection,"Salmagundi, or, The whim-whams and opinions of Launcelot Langstaff, esq. /",I72sg,"Irving, Washington, 1783-1859."
Hallock Collection,"Salmagundi, or, The whim-whams and opinions of Launcelot Langstaff, esq. and others /",I72sc,"Irving, Washington, 1783-1859."
Hallock Collection,"Salmagundi, or, The whim-whams and opinions of Launcelot Longstaff, esq., and others.",I72s,"Irving, Washington, 1783-1859."
Hallock Collection,"Salmagundi, or, The whimwhams and opinions of Launcelot Langstaff, Esq., and others /",I72sf,"Irving, William, 1766-1821."
Hallock Collection,"Salmagundi; or The whim whams and opinions of Launcelot Langstaff, esq. [pseud.] and others ...",I72se,"Irving, Washington, 1783-1859."
Hallock Collection,"Salmagundi; or, The whim-whams and opinions of Launcelot Langstaff, esq., and others ...",I72sb,"Irving, Washington, 1783-1859."
Hallock Collection,"Salmagundi; or, the whim-whams and opinions of Launcelot Langstaff, Esq., and others ...",I72sa,"Irving, Washington, 1783-1859."
Hallock Collection,Sartor resartus : In three books /,E53xcs,"Carlyle, Thomas, 1795-1881."
Hallock Collection,Sartor resartus : In three books.,E53xcsa,"Carlyle, Thomas, 1795-1881."
Hallock Collection,Sa?mtliche poetische werke /,L85pog,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,Sea drift ...,W61s,"Whitman, Walt, 1819-1892."
Hallock Collection,Select pieces from the poems of William Wordsworth.,W92posa,"Wordsworth, William, 1770-1850."
Hallock Collection,Select poems /,W92posb,"Wordsworth, William, 1770-1850."
Hallock Collection,Select poems of William Wordsworth /,W92posd,"Wordsworth, William, 1770-1850."
Hallock Collection,Select writings of Ralph Waldo Emerson /,E53s,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,Selected poems /,E53se,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,,W61poa,"Whitman, Walt, 1819-1892."
Hallock Collection,"Selections from Walt Whitman's Specimen days in the Civil War, 1861-1865.",W61spd,"Whitman, Walt, 1819-1892."
Hallock Collection,Selections from Wordsworth /,W92posc,"Wordsworth, William, 1770-1850."
Hallock Collection,"Selections from the American poets, /",B91s,"Bryant, William Cullen, 1794-1878, author."
Hallock Collection,Selections from the British poets.,H18s,"Halleck, Fitz-Greene, 1790-1867 compiler."
Hallock Collection,,H18sa,"Halleck, Fitz-Greene, 1790-1867, compiler."
Hallock Collection,"Selections from the poems of William Wordsworth, esq. : chiefly for the use of schools and young persons.",W92pos,"Wordsworth, William, 1770-1850."
Hallock Collection,Selections from the prose and poetry of Walt Whitman /,W61se,"Whitman, Walt, 1819-1892."
Hallock Collection,Selections from the writings and speeches of William Lloyd Garrison. With an appendix ...,W62xg,"Garrison, William Lloyd, 1805-1879."
Hallock Collection,"Selections from the writings of Oliver Wendell Holmes : arranged under the days of the year, and accompanied by memoranda of anniversaries of noted events and of the birth or death of famous men and women.",H75se,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,"Sella, Thanatopsis and other poems,",B91se,"Bryant, William Cullen, 1794-1878."
Hallock Collection,Seltsame Geschichten /,P74tga,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,"Septimius Felton; or, The elixir of life.",H39se,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,"Sequel to Drum-taps (since the preceding came from the press.) When the lilacs last in the door-yard bloom'd, and other pieces.",W61seq,"Whitman, Walt, 1819-1892."
Hallock Collection,"Seven voices of sympathy, from the writings of Henry Wadsworth Longfellow.",L85sev,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,"Seventieth birthday of James Freeman Clarke : Memorial of the celebration by the Church of the Disciples, Monday evening, April 5, 1880.",H75xb74s,"Church of the Disciples (Boston, Mass.)"
Hallock Collection,Sidney Lanier /,L28ym,"Mims, Edwin, 1872-1959."
